Author,Date,Atwood/ Original Reference,Alternate Ref / Link,Source,Latitude,Longitude,C Stock (Mg km-2),Depth (m),TOC %,TC%,TOC (Non %),Units,Dry Bulk Density,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,2.062919897,4.2,0.393,0.409,,,1.24980001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,1.849082336,4.3,0.315,0.381,,,1.365140152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,1.973943714,4.4,0.338,0.381,,,1.327288673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,1.795091488,4.5,0.278,0.333,,,1.43492525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,1.819068575,4.6,0.274,0.334,,,1.443247045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,1.771643938,4.7,0.253,0.29,,,1.489903236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,2.056205591,4.8,0.313,0.299,,,1.368613945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,2.158934227,4.9,0.328,0.313,,,1.343289091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,2.875637357,5,0.511,0.477,,,1.125494073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,2.673617455,5.1,0.438,0.421,,,1.196892047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,4.415024601,5.2,0.977,1.014,,,0.869030903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,2.789887001,5.3,0.441,0.461,,,1.193636675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,2.945877402,5.4,0.468,0.465,,,1.165668488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,3.04261838,5.5,0.479,0.51,,,1.154913031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,3.265958737,5.6,0.523,0.544,,,1.115118389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,3.430126352,5.7,0.551,0.575,,,1.092153454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,3.312144406,5.8,0.505,0.572,,,1.130810654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,3.003011063,5.9,0.417,0.45,,,1.220587352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,3.515301517,6,0.527,0.557,,,1.11173356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,3.340554424,6.1,0.471,0.504,,,1.162700367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,3.142042434,6.2,0.414,0.469,,,1.224108787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,4.04606534,6.3,0.614,0.607,,,1.045981423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,5.050446862,6.4,0.865,0.804,,,0.912291702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,5.224993874,6.5,0.892,0.845,,,0.901171762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,5.38009599,6.6,0.913,0.882,,,0.892843438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,5.142602571,6.7,0.826,0.836,,,0.929240463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,5.317484842,6.8,0.852,0.83,,,0.917820499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,5.460131822,6.9,0.869,0.869,,,0.910613869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,5.329750933,7,0.815,0.933,,,0.934224528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,5.722668829,7.1,0.896,0.912,,,0.899564391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,5.81882634,7.2,0.9,0.94,,,0.897967028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,5.864115447,7.3,0.891,0.875,,,0.901575181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,5.843635575,7.4,0.866,0.803,,,0.911871228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,4.745674368,7.5,0.599,0.713,,,1.056354896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,80.2808,150.4356,4.635696899,7.58,0.566,0.918,,,1.080511505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,0.166770148,0.24,0.7,,,,0.992679455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,0.212673832,0.32,0.65,,,,1.022470348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,0.245665364,0.4,0.57,,,,1.077479669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,0.314122351,0.46,0.68,,,,1.004227466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,0.418470705,0.56,0.79,,,,0.945910273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,0.485655166,0.66,0.77,,,,0.955637871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,0.572234221,0.76,0.8,,,,0.941174705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,0.652380692,0.86,0.81,,,,0.936521235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,0.717378351,0.96,0.79,,,,0.945910273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,0.833570979,1.06,0.86,,,,0.914404321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,0.937477577,1.16,0.9,,,,0.897967028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,1.026978022,1.2,0.99,,,,0.864459614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,1.015456493,1.24,0.92,,,,0.890126659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,1.104501225,1.34,0.93,,,,0.886295318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,1.179239798,1.44,0.92,,,,0.890126659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,1.285688499,1.54,0.95,,,,0.878802802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,1.334230537,1.64,0.91,,,,0.894016709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,1.424914756,1.74,0.92,,,,0.890126659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,1.516628548,1.84,0.93,,,,0.886295318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,1.557357345,1.94,0.89,,,,0.901979234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,1.101414465,2.04,0.46,,,,1.173715329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,1.197782818,2.19,0.47,,,,1.163686795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,1.301658316,2.35,0.48,,,,1.153952408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,0.943294832,2.65,0.23,,,,1.547653538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,1.166136015,2.85,0.29,,,,1.410932867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,1.324030922,3.05,0.32,,,,1.356589059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stein,2001,"Stein, R et al. (2001): Accumulation of particulate organic carbon at the Eurasian continental margin during late Quaternary times: Controlling mechanisms and paleoenvironmental significance. Global and Planetary Change, 31(1-4), 87-104, https://doi.org/10.1016/S0921-8181(01)00114-X",https://doi.pangaea.de/10.1594/PANGAEA.728243,Pangaea,79.7431,144.0061,1.703190477,3.24,0.44,,,,1.194718348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
